"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Tim Parker","NYRB","2019","CB","2644","955","73.6%","70.2%","32.90","3.45","22.31","14.18","6.7%","31"
"","Diego Chara","POR","2020","DM","1970","1141","87.6%","84.8%","32.83","2.88","20.92","7.19","11.7%","20"
"","Matías Vera","HOU","2021","CM","2678","1051","88.2%","85.1%","32.77","3.12","19.90","4.43","8.3%","30"
"","Alexander Callens","NYC","2021","CB","2293","1190","85.7%","83.0%","32.63","2.74","20.98","9.29","8.6%","26"
"","DaMarcus Beasley","HOU","2016","FB","2113","1157","79.7%","76.9%","32.62","2.82","17.21","5.63","11.2%","24"
"","Joel Waterman","MTL","2021","CB","2021","1267","88.6%","86.0%","32.55","2.57","21.17","6.54","10.1%","22"
"","Omar González","LAG","2014","CB","2038","1102","83.1%","80.2%","32.54","2.95","24.84","11.32","9.6%","22"
"","Jack Price","COL","2018","DM","3028","2090","83.2%","81.6%","32.46","1.55","23.92","6.43","13.0%","31"
"","Harrison Afful","CLB","2018","FB","3109","2027","80.6%","79.0%","32.35","1.60","19.49","2.69","11.2%","32"
"","Bill Tuiloma","POR","2022","CB","2532","1162","83.4%","80.6%","32.11","2.76","24.45","10.35","8.2%","30"
"","Matt Reis","NER","2013","GK","1086","408","68.6%","60.8%","32.06","7.86","47.51","40.81","7.1%","12"
"","Riqui Puig","LAG","2022","CM","913","714","91.7%","87.3%","32.05","4.49","17.91","2.44","11.7%","10"
"","Thiago Almada","ATL","2022","AM","2622","1674","82.4%","80.5%","32.00","1.91","19.75","3.03","10.6%","29"
"","Scott Sutter","ORL","2017","FB","2942","1472","76.0%","73.9%","31.91","2.17","19.28","5.73","10.0%","32"
"","Víctor Bernárdez","SJE","2014","CB","2412","967","79.6%","76.3%","31.90","3.30","28.65","14.50","8.8%","26"
"","Felipe","NYRB","2017","DM","3218","1949","80.3%","78.6%","31.69","1.63","18.92","8.43","11.1%","33"
"","Ike Opara","SKC","2018","CB","3047","1655","86.1%","84.2%","31.55","1.91","22.43","7.93","9.6%","31"
"","Adrián Cubas","VAN","2022","CM","1462","719","87.8%","83.4%","31.52","4.38","19.59","6.20","9.2%","18"
"","Jonathan Osorio","TOR","2015","CM","2369","1119","87.7%","84.9%","31.51","2.82","16.71","1.47","8.1%","29"
"","Guram Kashia","SJE","2019","CB","2109","1274","86.1%","83.6%","31.50","2.47","25.08","10.45","9.6%","23"
"","José Van Rankin","POR","2022","FB","2087","1003","84.7%","81.5%","31.49","3.14","17.59","2.49","8.4%","24"
"","Pedro Gallese","ORL","2022","GK","3200","776","78.2%","74.2%","31.49","4.06","32.36","24.71","4.7%","32"
"","Ilie Sánchez","LAFC","2023","DM","2837","1611","86.5%","84.5%","31.45","1.95","19.74","6.30","8.7%","34"
"","Mauricio Pereyra","ORL","2021","AM","2322","1419","81.0%","78.8%","31.42","2.21","19.15","4.48","9.1%","29"
"","Ilie Sánchez","SKC","2017","DM","3231","2312","85.1%","83.7%","31.33","1.35","21.83","6.41","11.7%","33"
"","Samuel Piette","MTL","2022","CM","1658","1013","89.4%","86.4%","31.31","3.09","19.55","3.71","6.8%","26"
"","Kai Wagner","PHI","2019","FB","2949","1678","79.5%","77.6%","31.27","1.86","18.88","1.91","10.2%","30"
"","Justen Glad","RSL","2021","CB","3041","1787","83.4%","81.6%","31.11","1.74","23.13","9.75","11.3%","31"
"","Benjamin Angoua","NER","2017","CB","2489","969","83.8%","80.6%","31.04","3.20","22.83","9.56","8.6%","26"
"","Jack McGlynn","PHI","2023","CM","1854","1122","84.6%","81.8%","31.03","2.77","20.67","6.00","8.7%","27"
"","Kervin Arriaga","MIN","2022","DM","2056","1014","84.1%","81.1%","31.00","3.06","21.34","7.48","9.3%","24"
"","Kai Wagner","PHI","2022","FB","3278","1742","68.8%","67.0%","30.93","1.78","25.27","6.53","11.9%","33"
"","Auston Trusty","COL","2021","CB","3270","1657","85.5%","83.6%","30.88","1.86","21.39","6.46","10.2%","33"
"","João Paulo","SEA","2020","DM","1614","1280","83.4%","81.0%","30.79","2.41","21.51","6.58","11.5%","19"
"","Jack Elliott","PHI","2019","CB","3368","1738","81.6%","79.8%","30.78","1.77","24.91","11.49","9.4%","34"
"","Tommy Smith","COL","2019","CB","2659","854","82.8%","79.2%","30.67","3.59","24.25","11.06","7.5%","27"
"","Daniel Steres","LAG","2019","CB","2861","1283","84.0%","81.6%","30.62","2.39","23.82","10.76","8.2%","30"
"","Marcelo Silva","RSL","2022","CB","3049","1250","89.3%","86.8%","30.60","2.45","21.25","5.84","8.7%","31"
"","James Riley","COL","2015","FB","1548","838","79.8%","76.2%","30.57","3.65","21.24","8.54","10.7%","16"
"","Johan Kappelhof","CHI","2017","CB","3095","1752","84.9%","83.1%","30.55","1.74","23.13","8.98","10.1%","33"
"","Gabriel Slonina","CHI","2022","GK","3181","914","68.8%","65.5%","30.54","3.34","39.58","31.04","5.6%","32"
"","Malte Amundsen","CLB","2023","CB","2098","1280","87.6%","85.2%","30.53","2.39","20.08","5.51","10.2%","22"
"","Maxime Chanot","NYC","2019","CB","3107","1680","84.3%","82.5%","30.51","1.82","23.35","8.42","9.7%","31"
"","Javier Morales","FCD","2017","DM","820","729","84.5%","80.3%","30.50","4.18","21.58","4.93","8.6%","15"
"","Tyson Wahl","CLB","2014","CB","1514","663","85.2%","80.6%","30.43","4.59","22.94","10.19","7.3%","18"
"","Andre Blake","PHI","2017","GK","2518","777","60.2%","56.3%","30.42","3.92","49.64","43.14","6.5%","26"
"","Josh Williams","CLB","2018","CB","1616","930","90.4%","87.2%","30.41","3.27","21.31","6.01","7.5%","21"
"","Clint Dempsey","SEA","2014","ST","2299","1037","85.2%","82.2%","30.41","2.93","15.17","1.69","8.1%","26"
"","Lawrence Olum","POR","2017","CB","2315","1025","88.0%","85.0%","30.40","2.97","24.05","9.44","6.6%","30"
"","Drew Moor","TOR","2019","CB","1130","655","91.1%","86.5%","30.39","4.64","19.92","8.29","8.1%","13"
"","Steve Clark","CLB","2015","GK","3297","1310","80.1%","77.8%","30.31","2.31","35.39","25.66","7.0%","34"
"","Alan Franco","ATL","2021","CB","2205","1284","87.9%","85.6%","30.29","2.36","22.52","8.70","9.2%","25"
"","Walker Zimmerman","LAFC","2019","CB","2370","1332","85.1%","82.9%","30.27","2.27","21.62","8.99","8.8%","25"
"","Michael Parkhurst","CLB","2014","CB","3025","1542","86.6%","84.7%","30.17","1.96","21.98","8.58","9.1%","33"
"","Alejandro Pozuelo","TOR","2019","AM","2734","1884","79.1%","77.5%","29.99","1.59","18.89","2.24","11.1%","30"
"","Henry Kessler","NER","2022","CB","2017","1182","90.2%","87.7%","29.88","2.53","22.20","6.68","9.7%","22"
"","Joao Meira","CHI","2017","CB","2601","1439","90.0%","87.9%","29.87","2.08","23.21","6.78","8.8%","30"
"","Sega Coulibaly","LAG","2022","CB","2394","1398","91.7%","89.6%","29.80","2.13","22.17","6.45","8.7%","27"
"","DeJuan Jones","NER","2023","FB","2385","1476","82.3%","80.3%","29.74","2.01","17.91","3.06","11.9%","25"
"","Danny Wilson","COL","2022","CB","2331","1251","81.7%","79.3%","29.68","2.37","28.00","14.60","10.4%","26"
"","Wil Trapp","CLB","2016","DM","2735","1971","87.8%","86.3%","29.59","1.50","21.61","6.82","11.4%","30"
"","Benny Feilhaber","LAFC","2018","CM","3046","2086","86.1%","84.7%","29.56","1.42","19.61","4.46","11.1%","34"
"","Alejandro Pozuelo","TOR","2021","AM","1476","1076","83.5%","80.8%","29.55","2.75","15.73","2.49","10.8%","19"
"","Alexander Callens","NYC","2020","CB","2129","1193","84.8%","82.3%","29.53","2.48","21.54","8.96","9.4%","22"
"","Joe Willis","NSH","2022","GK","3178","940","70.5%","67.4%","29.51","3.14","39.26","31.89","6.0%","32"
"","James Riley","DCU","2013","FB","1878","1167","84.8%","82.2%","29.51","2.53","18.24","6.51","10.8%","21"
"","Ibrahim Sekagya","NYRB","2014","CB","2086","975","87.2%","84.2%","29.42","3.02","23.23","9.34","8.3%","25"
"","Eddie Johnson","DCU","2014","ST","2083","808","81.6%","77.9%","29.39","3.64","16.09","-1.39","7.1%","26"
"","Diego Fagundez","NER","2016","W","2407","982","81.1%","78.1%","29.31","2.99","16.07","2.82","6.7%","34"
"","DaMarcus Beasley","HOU","2015","FB","2567","1396","79.9%","77.8%","29.30","2.10","17.71","6.11","11.6%","28"
"","Ashley Cole","LAG","2016","FB","2414","1248","83.9%","81.5%","29.26","2.34","18.25","2.33","9.8%","26"
"","Antonio Mlinar Delamea","NER","2018","CB","1652","632","85.1%","80.5%","29.11","4.61","23.17","9.10","8.3%","18"
"","Ilie Sánchez","LAFC","2022","DM","2956","1551","83.2%","81.3%","29.10","1.88","20.05","7.19","8.9%","33"
"","Diego Chara","POR","2022","DM","2706","1377","87.8%","85.7%","29.01","2.11","19.81","5.90","10.4%","28"
"","Jackson Yueill","SJE","2019","DM","2949","2079","87.4%","86.0%","28.97","1.39","20.58","4.60","10.7%","32"
"","Jonathan Bornstein","CHI","2021","CB","2414","1175","81.1%","78.6%","28.96","2.46","18.79","8.31","8.1%","30"
"","Efrain Álvarez","LAG","2022","W","1566","763","78.1%","74.3%","28.95","3.79","18.72","3.65","5.2%","28"
"","Oniel Fisher","DCU","2018","FB","2016","1048","81.2%","78.5%","28.89","2.76","17.12","3.20","8.7%","24"
"","Emiliano Insúa","LAG","2020","FB","2019","978","78.2%","75.3%","28.88","2.95","18.47","6.44","9.5%","22"
"","Sean Franklin","DCU","2015","FB","2255","1578","78.0%","76.1%","28.87","1.83","22.09","6.80","12.9%","24"
"","Bryan Oviedo","RSL","2023","FB","1990","1051","83.1%","80.3%","28.86","2.75","18.39","3.29","8.7%","25"
"","Aljaz Struna","MTL","2021","CB","1588","839","86.5%","83.1%","28.80","3.43","19.79","7.27","8.5%","18"
"","Brad Davis","HOU","2014","W","2190","1124","74.8%","72.3%","28.77","2.56","20.09","2.27","9.5%","25"
"","Victor Ulloa","FCD","2014","CM","2535","1337","84.6%","82.5%","28.70","2.15","19.03","5.41","10.3%","28"
"","Aljaz Struna","HOU","2019","CB","2883","1292","88.4%","86.2%","28.66","2.22","22.06","8.45","8.8%","29"
"","Juan Mosquera","POR","2023","FB","2658","1427","79.1%","77.1%","28.59","2.00","18.72","3.00","10.7%","29"
"","Giovani dos Santos","LAG","2017","ST","2361","924","86.2%","83.0%","28.58","3.09","20.47","1.55","7.7%","25"
"","Roy Miller","POR","2017","CB","2470","1142","83.6%","81.1%","28.56","2.50","24.03","8.84","8.7%","26"
"","Gustav Svensson","SEA","2019","DM","1978","1198","87.1%","84.7%","28.49","2.38","22.55","8.15","9.8%","22"
"","Jonathan Bond","LAG","2021","GK","3069","1204","84.0%","81.6%","28.47","2.36","29.81","21.57","6.6%","31"
"","Stefan Frei","SEA","2019","GK","3371","1146","76.2%","73.7%","28.45","2.48","37.16","27.46","5.9%","34"
"","Matt Besler","SKC","2019","CB","2310","1589","85.5%","83.7%","28.29","1.78","23.18","9.08","10.5%","27"
"","Seb Hines","ORL","2015","CB","2080","840","82.3%","78.9%","28.22","3.36","24.09","11.11","8.0%","23"
"","Jaylin Lindsey","CLT","2022","FB","1848","1123","83.2%","80.7%","28.21","2.51","18.78","2.76","8.1%","26"
"","David Ochoa","RSL","2021","GK","2458","778","62.6%","59.0%","28.16","3.62","42.53","36.75","6.1%","25"
"","Stefan Frei","SEA","2020","GK","2175","759","82.5%","78.8%","28.15","3.71","33.65","24.40","5.6%","22"
"","Alejandro Pozuelo","TOR","2020","ST","2161","1483","81.1%","79.2%","28.13","1.90","17.68","2.27","11.3%","23"
"","DeAndre Yedlin","MIA","2022","FB","3299","1609","81.8%","80.1%","28.09","1.75","17.44","2.54","9.7%","34"
"","Jalen Neal","LAG","2023","CB","1431","868","94.0%","90.8%","28.09","3.24","19.94","5.82","8.7%","16"
"","Nemanja Radoja","SKC","2023","DM","1898","966","91.0%","88.1%","28.06","2.90","21.68","3.99","6.9%","25"
"","Bobby Shuttleworth","NER","2015","GK","3008","876","59.8%","56.6%","28.02","3.20","50.53","43.77","5.4%","31"
"","Gregore","MIA","2022","DM","2986","1687","86.5%","84.9%","27.98","1.66","19.63","5.45","11.7%","30"
"","Júnior Moreno","DCU","2020","CM","1906","1082","87.2%","84.6%","27.97","2.58","19.19","4.82","10.5%","20"
"","Daniel Steres","LAG","2017","CB","2000","1020","85.3%","82.5%","27.96","2.74","25.56","10.37","9.8%","21"
"","Albert Rusnák","SEA","2023","DM","2890","1541","86.7%","84.9%","27.95","1.81","19.65","2.05","8.4%","32"
"","Matt Miazga","CIN","2023","CB","2679","1300","86.5%","84.4%","27.95","2.15","24.91","10.20","9.6%","27"
"","Aaron Long","NYRB","2017","CB","2885","1066","76.0%","73.4%","27.94","2.62","22.57","13.56","7.2%","31"
"","Olivier Mbaizo","PHI","2021","FB","2729","1621","74.7%","72.9%","27.84","1.72","18.59","5.39","10.7%","30"
"","Michael Parkhurst","ATL","2017","CB","3131","1845","85.9%","84.4%","27.80","1.51","25.14","7.87","9.9%","33"
"","Jakob Glesnes","PHI","2022","CB","3394","1235","81.9%","79.6%","27.76","2.25","25.74","11.10","8.9%","34"
"","Yimmi Chará","POR","2020","W","1339","603","85.6%","81.0%","27.76","4.60","16.15","0.39","6.1%","21"
"","Chad Marshall","SEA","2018","CB","2815","1025","85.6%","82.8%","27.76","2.71","23.14","8.00","6.8%","30"
"","Tony Beltran","RSL","2015","FB","2998","1559","76.4%","74.6%","27.75","1.78","17.57","6.74","10.8%","31"
"","Kamal Miller","MIA, MTL","2023","CB","2562","1633","87.9%","86.2%","27.72","1.70","22.93","8.37","10.5%","28"
"","Victor Ulloa","FCD","2015","DM","3125","1695","82.9%","81.3%","27.64","1.63","19.26","6.20","10.8%","33"
"","Remi Walter","SKC","2022","DM","3246","1518","88.0%","86.2%","27.63","1.82","20.14","1.65","8.6%","34"
"","Joao Plata","RSL","2017","W","2468","1195","75.3%","73.0%","27.60","2.31","19.18","2.58","9.0%","29"
"","Andre Blake","PHI","2016","GK","3111","899","63.1%","60.0%","27.55","3.06","45.76","38.59","5.8%","32"
"","Henry Kessler","NER","2021","CB","2447","1185","89.1%","86.8%","27.54","2.32","22.88","6.88","8.1%","28"
"","Darlington Nagbe","CLB","2020","DM","1299","730","94.7%","90.9%","27.53","3.77","20.32","1.84","9.1%","15"
"","Jonathan Osorio","TOR","2019","DM","1916","1011","87.0%","84.3%","27.44","2.71","16.39","1.80","7.2%","24"
"","Andrew Brody","RSL","2022","FB","3229","1599","78.9%","77.2%","27.41","1.71","18.85","4.37","10.3%","34"
"","Laurent Ciman","MTL","2016","CB","2685","1244","80.8%","78.6%","27.40","2.20","27.73","11.88","10.3%","28"
"","Erik Godoy","VAN","2019","CB","2850","1382","81.3%","79.3%","27.38","1.98","24.29","9.90","9.6%","29"
"","Tristan Blackmon","VAN","2023","CB","2827","1615","86.9%","85.2%","27.35","1.69","23.47","8.02","10.1%","30"
"","Zarek Valentin","POR","2019","FB","1807","1000","84.2%","81.5%","27.34","2.73","21.14","4.20","8.8%","21"
"","Omar González","TOR","2021","CB","2510","982","84.8%","82.0%","27.34","2.78","22.05","9.19","7.3%","27"
"","Ronald Matarrita","NYC","2020","FB","1805","1111","78.7%","76.2%","27.33","2.46","19.00","3.72","9.7%","21"
"","Andrew Brody","RSL","2023","FB","2506","1344","80.4%","78.3%","27.29","2.03","19.06","3.03","9.1%","29"
"","Eriq Zavaleta","TOR","2017","CB","2530","1240","81.0%","78.8%","27.29","2.20","22.81","10.14","7.8%","29"
"","Emerson Hyndman","ATL","2020","CM","1510","811","89.5%","86.2%","27.28","3.36","19.08","3.51","7.3%","20"
"","Paxton Pomykal","FCD","2019","AM","2079","1090","83.9%","81.4%","27.28","2.50","19.14","2.83","8.6%","25"
"","Atiba Harris","FCD","2017","CB","2225","1153","80.9%","78.5%","27.27","2.36","22.20","8.19","8.3%","29"
"","DaMarcus Beasley","HOU","2017","FB","2167","1078","82.3%","79.8%","27.18","2.52","19.47","4.97","9.9%","24"
"","Justen Glad","RSL","2022","CB","2525","1287","86.0%","83.9%","27.15","2.11","24.29","9.97","10.1%","26"
"","Laurent Ciman","TOR","2019","CB","1383","799","88.1%","84.7%","27.02","3.38","24.96","8.74","7.9%","17"
"","Joseph Rosales","MIN","2022","DM","1174","577","85.4%","80.8%","26.99","4.68","17.94","4.44","5.6%","24"
"","Harrison Afful","CLT","2022","FB","1437","1035","86.2%","83.6%","26.98","2.61","20.50","4.52","8.8%","21"
"","Antonio Mlinar Delamea","NER","2019","CB","1473","611","87.2%","82.8%","26.95","4.41","22.18","8.66","7.7%","17"
"","Matt Hedges","FCD","2020","CB","1692","964","85.3%","82.5%","26.93","2.79","23.68","11.44","9.7%","19"
"","Stefan Frei","SEA","2022","GK","2679","872","77.1%","74.0%","26.90","3.09","35.96","27.31","5.4%","27"
"","Steven Moreira","CLB","2022","FB","3087","1814","81.5%","80.0%","26.88","1.48","18.90","3.05","10.5%","32"
"","Scott Caldwell","NER","2017","CM","2358","1146","86.3%","84.0%","26.81","2.34","19.03","3.79","7.6%","33"
"","Sean Davis","NSH","2022","CM","3085","1219","87.0%","84.8%","26.79","2.20","17.85","2.46","8.2%","34"
"","Jackson Ragen","SEA","2022","CB","1544","831","87.6%","84.4%","26.77","3.22","24.86","8.14","6.8%","23"
"","Gudmundur Thórarinsson","NYC","2021","FB","1760","1035","79.4%","76.8%","26.75","2.58","18.60","3.29","7.8%","24"
"","Jhegson Méndez","ORL","2019","DM","1999","1382","89.9%","87.9%","26.62","1.93","18.16","3.88","11.2%","23"
"","Sean Franklin","LAG","2013","FB","2944","1678","78.3%","76.7%","26.50","1.58","19.52","6.04","10.0%","33"
"","Lee Nguyen","LAFC","2019","CM","1312","898","88.8%","85.8%","26.34","2.93","17.13","2.74","6.1%","23"
"","Marvell Wynne","SJE","2016","CB","2981","1338","80.6%","78.6%","26.32","1.97","20.85","8.08","8.9%","32"
"","Sebastian Lletget","FCD, NER","2022","CM","2424","1033","84.7%","82.2%","26.32","2.55","16.58","2.08","7.0%","29"
"","Joao Plata","RSL","2014","ST","2116","660","77.4%","73.5%","26.26","3.98","16.04","-1.05","5.2%","26"
"","Sean Davis","NYRB","2017","DM","1941","1032","82.0%","79.4%","26.19","2.54","15.66","4.22","7.4%","27"
"","Miguel Tapias","MIN","2023","CB","3136","1467","84.9%","83.2%","26.13","1.78","23.69","8.51","9.4%","32"
"","Jonathan Mensah","CLB","2017","CB","2328","1157","86.2%","83.9%","26.08","2.25","22.52","8.09","8.6%","26"
"","Tommy Thompson","SJE","2020","FB","1202","680","87.8%","84.0%","25.92","3.81","16.90","0.95","6.4%","20"
"","Graham Zusi","SKC","2021","FB","2344","1718","83.2%","81.7%","25.87","1.51","22.57","2.95","10.8%","26"
"","Chad Marshall","SEA","2014","CB","3011","901","83.0%","80.2%","25.86","2.87","22.11","9.19","6.9%","31"
"","Rudy Camacho","MTL","2020","CB","1306","714","86.8%","83.2%","25.86","3.62","22.57","8.62","10.2%","14"
"","Matt Besler","SKC","2016","CB","1659","1073","81.7%","79.3%","25.82","2.41","27.01","11.86","10.9%","18"
"","Jorge Moreira","POR","2019","FB","2482","1497","76.0%","74.3%","25.82","1.72","21.13","5.52","11.3%","26"
"","Leandro González Pirez","ATL","2019","CB","2934","2004","84.3%","83.0%","25.79","1.29","24.97","9.94","11.7%","31"
"","Chase Gasper","MIN","2020","FB","1637","842","78.5%","75.4%","25.77","3.06","18.69","5.70","9.6%","18"
"","James Sands","NYC","2021","CB","2467","1449","88.2%","86.4%","25.71","1.77","21.42","5.73","10.3%","26"
"","Shane O'Neill","SEA","2021","CB","2025","912","89.6%","86.8%","25.67","2.81","23.27","6.02","6.5%","27"
"","Diego Chara","POR","2021","DM","2708","1493","86.9%","85.2%","25.60","1.71","20.17","7.30","10.9%","28"
"","Calegari","LAG","2023","FB","2114","1270","86.1%","84.1%","25.59","2.02","17.91","2.41","10.0%","22"
"","Tristan Blackmon","LAFC","2019","FB","1509","1027","87.0%","84.5%","25.59","2.49","18.47","5.67","9.0%","18"
"","Matt Besler","SKC","2015","CB","3052","1567","75.7%","74.1%","25.58","1.63","26.86","12.41","11.0%","32"
"","Drew Moor","COL","2014","CB","2152","1136","83.5%","81.2%","25.57","2.25","26.96","12.99","9.9%","23"
"","Artur","HOU","2023","DM","3036","1662","89.7%","88.2%","25.50","1.53","19.14","3.54","9.4%","34"
"","Steve Birnbaum","DCU","2018","CB","3353","1326","81.1%","79.1%","25.42","1.92","22.25","9.04","8.0%","34"
"","Diego Palacios","LAFC","2023","FB","2707","1707","83.4%","81.9%","25.42","1.49","17.64","2.45","11.4%","29"
"","Nat Borchers","RSL","2014","CB","3096","1182","86.5%","84.3%","25.36","2.15","22.77","7.75","7.6%","32"
"","Alessandro Schöpf","VAN","2023","CM","1906","759","87.4%","84.0%","25.36","3.34","16.87","1.37","5.9%","28"
"","Carlos Carmona","ATL","2017","DM","2895","1632","89.1%","87.5%","25.35","1.55","19.63","3.07","9.2%","31"
"","Sebastian Lletget","LAG","2016","W","2208","1184","83.6%","81.5%","25.29","2.14","16.96","0.41","8.3%","31"
"","Ilsinho","PHI","2019","W","1216","700","83.4%","79.8%","25.27","3.61","15.25","0.26","5.2%","28"
"","Joe Bendik","TOR","2013","GK","3220","888","51.0%","48.2%","25.24","2.84","56.81","51.58","5.8%","33"
"","Steve Birnbaum","DCU","2022","CB","3162","1410","81.8%","80.0%","25.22","1.79","21.77","8.57","9.8%","32"
