,Season,Player,Team,Position,Minutes,Shots,SoT,G,Player_ID,Count
872,2022,Federico-Navarro,CHI,DM,2708,21,4,2,Federico-Navarro-2022-1,1
873,2021,Remi-Walter,SKC,CM,2069,21,7,1,Remi-Walter-2021-1,1
874,2021,Jaroslaw-Niezgoda,POR,ST,319,7,5,3,Jaroslaw-Niezgoda-2021-1,1
875,2023,Memo-Rodríguez,"ATX,-LAG",W,1002,22,9,1,Memo-Rodríguez-2023-1,1
876,2023,Jaylin-Lindsey,CLT,FB,1473,6,1,1,Jaylin-Lindsey-2023-1,1
877,2022,Andres-Jasson,NYC,FB,541,5,1,0,Andres-Jasson-2022-1,1
878,2021,Brian-Gutierrez,CHI,W,671,15,4,0,Brian-Gutierrez-2021-1,1
879,2022,Tristan-Blackmon,VAN,CB,2350,14,5,1,Tristan-Blackmon-2022-1,1
880,2022,Ben-Sweat,SKC,FB,1665,10,3,0,Ben-Sweat-2022-1,1
881,2021,Steven-Moreira,CLB,FB,567,0,0,0,Steven-Moreira-2021-1,1
882,2022,Miguel-Ángel-Navarro,CHI,FB,2391,11,2,0,Miguel-Ángel-Navarro-2022-1,1
883,2023,Sebastian-Lletget,FCD,CM,1276,12,3,0,Sebastian-Lletget-2023-1,1
884,2022,Kosi-Thompson,TOR,FB,1837,11,5,1,Kosi-Thompson-2022-1,1
885,2021,Russell-Canouse,DCU,CM,1867,21,8,1,Russell-Canouse-2021-1,1
886,2023,Brecht-Dejaegere,CLT,W,510,12,3,1,Brecht-Dejaegere-2023-1,1
887,2021,Dru-Yearwood,NYRB,CM,1851,22,5,1,Dru-Yearwood-2021-1,1
888,2023,Miguel-Trauco,SJE,FB,2144,22,5,3,Miguel-Trauco-2023-1,1
889,2023,Jules-Anthony-Vilsaint,MTL,ST,439,13,6,1,Jules-Anthony-Vilsaint-2023-1,1
890,2023,Tim-Leibold,SKC,FB,974,8,3,0,Tim-Leibold-2023-1,1
891,2022,Dru-Yearwood,NYRB,CM,1716,16,6,2,Dru-Yearwood-2022-1,1
892,2022,Jack-McGlynn,PHI,CM,1145,19,6,1,Jack-McGlynn-2022-1,1
893,2022,Marcelo-Silva,RSL,CB,3049,26,7,2,Marcelo-Silva-2022-1,1
894,2021,Aké-Arnaud-Loba,NSH,ST,478,5,3,1,Aké-Arnaud-Loba-2021-1,1
895,2023,Michael-Boxall,MIN,CB,3037,12,2,1,Michael-Boxall-2023-1,1
896,2022,Brad-Smith,DCU,FB,1265,6,2,0,Brad-Smith-2022-1,1
897,2022,Sacha-Kljestan,LAG,DM,543,8,2,1,Sacha-Kljestan-2022-1,1
898,2022,Zac-McGraw,POR,CB,1225,10,4,1,Zac-McGraw-2022-1,1
899,2021,Javain-Brown,VAN,FB,1895,17,2,0,Javain-Brown-2021-1,1
900,2022,Graham-Zusi,SKC,FB,1815,13,4,2,Graham-Zusi-2022-1,1
901,2022,Fabian-Herbers,CHI,W,1209,21,6,1,Fabian-Herbers-2022-1,1
902,2023,Tristan-Muyumba-Nkita,ATL,DM,779,6,3,1,Tristan-Muyumba-Nkita-2023-1,1
903,2023,Júnior-Moreno,CIN,CM,2419,13,4,4,Júnior-Moreno-2023-1,1
904,2021,Lassi-Lappalainen,MTL,FB,628,14,4,1,Lassi-Lappalainen-2021-1,1
905,2022,Mender-García,MIN,W,573,8,3,1,Mender-García-2022-1,1
906,2022,Felipe-Gutiérrez,COL,DM,887,10,3,0,Felipe-Gutiérrez-2022-1,1
907,2021,Marcos-López,SJE,FB,1544,20,4,1,Marcos-López-2021-1,1
908,2022,Gregore,MIA,DM,2986,17,5,0,Gregore-2022-1,1
909,2022,Elias-Manoel,NYRB,ST,384,10,6,2,Elias-Manoel-2022-1,1
910,2022,Adam-Lundkvist,HOU,FB,2847,7,2,0,Adam-Lundkvist-2022-1,1
911,2023,Franco-Escobar,HOU,FB,2389,18,10,2,Franco-Escobar-2023-1,1
912,2021,Freddy-Vargas,FCD,W,607,14,4,0,Freddy-Vargas-2021-1,1
913,2022,Jonathan-Mensah,CLB,CB,2847,22,9,2,Jonathan-Mensah-2022-1,1
914,2021,Tom-Barlow,NYRB,ST,613,11,3,1,Tom-Barlow-2021-1,1
915,2021,Rodney-Redes,ATX,W,843,10,2,0,Rodney-Redes-2021-1,1
916,2023,Noel-Buck,NER,CM,1816,16,6,3,Noel-Buck-2023-1,1
917,2021,Yeimar-Gómez-Andrade,SEA,CB,2932,19,3,1,Yeimar-Gómez-Andrade-2021-1,1
918,2021,Jonathan-Mensah,CLB,CB,2807,33,6,2,Jonathan-Mensah-2021-1,1
919,2022,Sergio-Ruiz,CLT,CM,827,6,2,1,Sergio-Ruiz-2022-1,1
920,2022,Owen-Wolff,ATX,W,1029,7,1,0,Owen-Wolff-2022-1,1
921,2023,Kervin-Arriaga,MIN,DM,1263,17,4,2,Kervin-Arriaga-2023-1,1
922,2021,Matt-Polster,NER,DM,2466,13,3,2,Matt-Polster-2021-1,1
923,2021,Eryk-Williamson,POR,CM,1059,8,4,1,Eryk-Williamson-2021-1,1
924,2022,Tosaint-Ricketts,VAN,ST,563,11,6,4,Tosaint-Ricketts-2022-1,1
925,2023,Miguel-Ángel-Navarro,CHI,FB,2187,7,0,0,Miguel-Ángel-Navarro-2023-1,1
926,2021,Moussa-Djitté,ATX,ST,652,12,7,1,Moussa-Djitté-2021-1,1
927,2023,Edwin-Mosquera,ATL,W,477,9,5,3,Edwin-Mosquera-2023-1,1
928,2021,Alexandru-Matan,CLB,W,937,16,7,0,Alexandru-Matan-2021-1,1
929,2022,Frankie-Amaya,NYRB,CM,2169,15,7,1,Frankie-Amaya-2022-1,1
930,2023,Jahkeele-Marshall-Rutty,TOR,W,1230,23,9,0,Jahkeele-Marshall-Rutty-2023-1,1
931,2021,Indiana-Vassilev,MIA,W,893,12,6,3,Indiana-Vassilev-2021-1,1
932,2023,Derrick-Jones,CLT,DM,2089,17,4,0,Derrick-Jones-2023-1,1
933,2021,Jakob-Glesnes,PHI,CB,3385,21,5,3,Jakob-Glesnes-2021-1,1
934,2023,Moise-Bombito,COL,FB,723,8,2,0,Moise-Bombito-2023-1,1
935,2022,Andreu-Fontàs,SKC,CB,2672,13,3,2,Andreu-Fontàs-2022-1,1
936,2021,Juan-Agudelo,MIN,ST,307,10,2,0,Juan-Agudelo-2021-1,1
937,2022,Diego-Chara,POR,DM,2706,4,0,0,Diego-Chara-2022-1,1
938,2022,Matt-Polster,NER,DM,2325,17,8,2,Matt-Polster-2022-1,1
939,2021,Jonathan-dos-Santos,LAG,DM,1938,17,2,1,Jonathan-dos-Santos-2021-1,1
940,2023,Yimmi-Chará,POR,W,749,7,1,1,Yimmi-Chará-2023-1,1
941,2023,Derrick-Williams,DCU,CB,2074,14,2,1,Derrick-Williams-2023-1,1
942,2022,Paxten-Aaronson,PHI,ST,531,12,5,1,Paxten-Aaronson-2022-1,1
943,2023,Roger-Espinoza,SKC,CM,847,12,5,0,Roger-Espinoza-2023-1,1
944,2023,Keegan-Rosenberry,COL,FB,2489,18,6,0,Keegan-Rosenberry-2023-1,1
945,2023,Javain-Brown,VAN,FB,1865,18,4,1,Javain-Brown-2023-1,1
946,2022,D.J.-Taylor,MIN,FB,2275,14,3,1,D.J.-Taylor-2022-1,1
947,2023,Paxton-Pomykal,FCD,CM,1651,10,3,0,Paxton-Pomykal-2023-1,1
948,2022,James-Igbekeme,CLB,W,1021,14,2,0,James-Igbekeme-2022-1,1
949,2022,Santiago-Sosa,ATL,DM,1544,22,3,1,Santiago-Sosa-2022-1,1
950,2022,Ema-Twumasi,FCD,FB,2343,10,2,0,Ema-Twumasi-2022-1,1
951,2022,Derrick-Williams,LAG,CB,2381,15,3,0,Derrick-Williams-2022-1,1
952,2023,Danny-Wilson,COL,CB,2560,12,4,1,Danny-Wilson-2023-1,1
953,2021,José-Van-Rankin,POR,FB,2699,11,0,0,José-Van-Rankin-2021-1,1
954,2021,Quinn-Sullivan,PHI,ST,643,13,8,2,Quinn-Sullivan-2021-1,1
955,2022,Collen-Warner,COL,DM,742,5,3,1,Collen-Warner-2022-1,1
956,2022,Mamadou-Fall,LAFC,CB,1338,13,3,1,Mamadou-Fall-2022-1,1
957,2021,Kemar-Lawrence,TOR,FB,2084,9,2,1,Kemar-Lawrence-2021-1,1
958,2021,Nicolás-Mezquida,COL,AM,767,16,5,1,Nicolás-Mezquida-2021-1,1
959,2022,Carlos-Terán,CHI,CB,1855,12,5,1,Carlos-Terán-2022-1,1
960,2023,Kelvin-Leerdam,LAG,FB,1272,2,1,1,Kelvin-Leerdam-2023-1,1
961,2023,Orrin-McKinze-Gaines-II,CLT,W,841,7,3,1,Orrin-McKinze-Gaines-II-2023-1,1
962,2022,Jack-Price,COL,CM,1211,1,0,0,Jack-Price-2022-1,1
963,2023,David-Ruiz,MIA,CM,1342,8,3,2,David-Ruiz-2023-1,1
964,2023,Wikelman-Carmona,NYRB,W,763,19,7,1,Wikelman-Carmona-2023-1,1
965,2021,Ilie-Sánchez,SKC,CB,2761,12,4,1,Ilie-Sánchez-2021-1,1
966,2022,Erik-Hurtado,CLB,ST,499,12,6,3,Erik-Hurtado-2022-1,1
967,2022,Richie-Laryea,TOR,FB,940,1,0,0,Richie-Laryea-2022-1,1
968,2023,Fredy-Montero,SEA,ST,512,16,4,1,Fredy-Montero-2023-1,1
969,2021,Fanendo-Adi,MIN,ST,250,8,1,1,Fanendo-Adi-2021-1,1
970,2023,Yerson-Mosquera,CIN,CB,2423,14,4,2,Yerson-Mosquera-2023-1,1
971,2022,Nanu,FCD,FB,1356,9,1,0,Nanu-2022-1,1
972,2023,Corentin-Jean,MIA,W,899,14,7,1,Corentin-Jean-2023-1,1
973,2023,Andreas-Maxsø,COL,CB,3107,14,5,2,Andreas-Maxsø-2023-1,1
974,2023,Owen-Wolff,ATX,DM,2000,13,5,1,Owen-Wolff-2023-1,1
975,2023,Franco-Negri,MIA,FB,1470,17,4,1,Franco-Negri-2023-1,1
976,2022,Francisco-Calvo,SJE,CB,1286,15,5,2,Francisco-Calvo-2022-1,1
977,2023,Giorgio-Chiellini,LAFC,CB,1412,8,2,1,Giorgio-Chiellini-2023-1,1
978,2022,Tayvon-Gray,NYC,FB,2125,10,3,0,Tayvon-Gray-2022-1,1
979,2021,Haris-Medunjanin,CIN,DM,1702,14,7,3,Haris-Medunjanin-2021-1,1
980,2022,Jozy-Altidore,NER,ST,676,14,2,1,Jozy-Altidore-2022-1,1
981,2023,Aaron-Herrera,MTL,FB,1539,5,1,0,Aaron-Herrera-2023-1,1
982,2023,Julián-Fernández,NYC,W,278,13,5,1,Julián-Fernández-2023-1,1
983,2022,Jasper-Löeffelsend,RSL,CM,1769,13,1,1,Jasper-Löeffelsend-2022-1,1
984,2022,Matt-Hedges,FCD,CB,2463,12,3,1,Matt-Hedges-2022-1,1
985,2023,Kellyn-Acosta,LAFC,CM,1629,14,4,0,Kellyn-Acosta-2023-1,1
986,2022,Iván-Angulo,ORL,W,603,14,5,0,Iván-Angulo-2022-1,1
987,2022,Christopher-McVey,MIA,FB,3357,10,4,1,Christopher-McVey-2022-1,1
988,2022,Nathan-Harriel,PHI,FB,1965,13,2,1,Nathan-Harriel-2022-1,1
989,2021,Justin-Che,FCD,FB,1112,5,0,0,Justin-Che-2021-1,1
990,2021,Felipe-Hernandez,SKC,CM,457,14,3,1,Felipe-Hernandez-2021-1,1
991,2023,Leo-Väisänen,ATX,CB,1875,11,2,1,Leo-Väisänen-2023-1,1
992,2021,Maynor-Figueroa,HOU,CB,918,15,1,0,Maynor-Figueroa-2021-1,1
993,2021,George-Fochive,POR,DM,1169,11,4,2,George-Fochive-2021-1,1
994,2021,Dave-Romney,NSH,CB,3237,19,2,0,Dave-Romney-2021-1,1
995,2021,Bakaye-Dibassy,MIN,CB,2549,19,7,1,Bakaye-Dibassy-2021-1,1
996,2022,Kerwin-Calderón-Vargas,CLT,W,682,17,8,0,Kerwin-Calderón-Vargas-2022-1,1
997,2021,Dom-Dwyer,TOR,ST,555,9,0,0,Dom-Dwyer-2021-1,1
998,2022,Samuel-Piette,MTL,CM,1658,5,1,0,Samuel-Piette-2022-1,1
999,2021,Julián-Carranza,MIA,ST,847,13,2,1,Julián-Carranza-2021-1,1
1000,2022,Zan-Kolmanic,ATX,FB,1187,8,1,0,Zan-Kolmanic-2022-1,1
1001,2021,Marlon-Hairston,CLB,DM,1411,9,2,0,Marlon-Hairston-2021-1,1
1002,2023,Khiry-Shelton,SKC,W,980,5,3,1,Khiry-Shelton-2023-1,1
1003,2021,Daniel-Pereira-Gil,ATX,DM,1714,18,2,0,Daniel-Pereira-Gil-2021-1,1
1004,2023,Luis-Martins,VAN,FB,1751,6,2,0,Luis-Martins-2023-1,1
1005,2022,Javain-Brown,VAN,CB,2030,10,2,1,Javain-Brown-2022-1,1
1006,2021,Nick-DeLeon,TOR,AM,698,17,7,1,Nick-DeLeon-2021-1,1
1007,2023,Jackson-Ragen,SEA,CB,3051,13,3,0,Jackson-Ragen-2023-1,1
1008,2021,Alexander-Callens,NYC,CB,2293,13,2,1,Alexander-Callens-2021-1,1
1009,2023,Quinn-Sullivan,PHI,ST,816,14,7,2,Quinn-Sullivan-2023-1,1
1010,2021,Paul-Marie,SJE,FB,1120,12,6,1,Paul-Marie-2021-1,1
1011,2022,Alfredo-Morales,NYC,DM,2141,16,1,0,Alfredo-Morales-2022-1,1
1012,2022,Arnór-Ingvi-Traustason,NER,W,561,14,3,0,Arnór-Ingvi-Traustason-2022-1,1
1013,2021,Auston-Trusty,COL,CB,3270,17,5,1,Auston-Trusty-2021-1,1
1014,2021,João-Moutinho,ORL,FB,1440,7,1,0,João-Moutinho-2021-1,1
1015,2021,Leo-Chú,SEA,AM,188,5,3,1,Leo-Chú-2021-1,1
1016,2023,Lucas-Bartlett,STL,CB,1180,6,2,0,Lucas-Bartlett-2023-1,1
1017,2021,Miles-Robinson,ATL,CB,2517,13,3,1,Miles-Robinson-2021-1,1
1018,2022,Griffin-Dorsey,HOU,FB,1843,10,4,1,Griffin-Dorsey-2022-1,1
1019,2022,Amar-Sejdic,ATL,CM,1403,13,4,0,Amar-Sejdic-2022-1,1
1020,2022,Justin-Rennicks,NER,ST,834,12,5,2,Justin-Rennicks-2022-1,1
1021,2022,Raymon-Gaddis,CIN,FB,1251,3,0,0,Raymon-Gaddis-2022-1,1
1022,2021,Ranko-Veselinovic,VAN,CB,2206,13,5,1,Ranko-Veselinovic-2021-1,1
1023,2021,Ethan-Zubak,LAG,ST,759,15,4,1,Ethan-Zubak-2021-1,1
1024,2023,Jake-Davis,SKC,FB,2147,7,1,0,Jake-Davis-2023-1,1
1025,2021,Daniel-Steres,LAG,CB,1267,6,1,0,Daniel-Steres-2021-1,1
1026,2022,Caden-Clark,NYRB,W,577,7,2,1,Caden-Clark-2022-1,1
1027,2023,Arnaud-Souquet,CHI,FB,2026,9,2,0,Arnaud-Souquet-2023-1,1
1028,2022,Haris-Medunjanin,CIN,CM,561,2,0,0,Haris-Medunjanin-2022-1,1
1029,2023,Artur,HOU,DM,2936,19,5,2,Artur-2023-1,1
1030,2022,Danny-Wilson,COL,CB,2331,15,4,0,Danny-Wilson-2022-1,1
1031,2023,Dax-McCarty,NSH,DM,2055,9,1,1,Dax-McCarty-2023-1,1
1032,2023,Rodney-Redes,ATX,W,553,5,3,1,Rodney-Redes-2023-1,1
1033,2021,Júnior-Moreno,DCU,CM,2332,10,2,1,Júnior-Moreno-2021-1,1
1034,2021,Justen-Glad,RSL,CB,3041,13,5,2,Justen-Glad-2021-1,1
1035,2023,Braian-Galván,COL,W,750,10,3,1,Braian-Galván-2023-1,1
1036,2023,Nathan-Harriel,PHI,FB,1793,13,4,1,Nathan-Harriel-2023-1,1
1037,2023,Pedro-Santos,DCU,FB,1652,18,6,1,Pedro-Santos-2023-1,1
1038,2021,Caio-Alexandre,VAN,CM,1038,17,2,0,Caio-Alexandre-2021-1,1
1039,2023,Miguel-Perez,STL,DM,695,10,2,1,Miguel-Perez-2023-1,1
1040,2023,Larrys-Mabiala,POR,CB,1014,7,1,1,Larrys-Mabiala-2023-1,1
1041,2022,Ashley-Fletcher,NYRB,ST,285,10,3,0,Ashley-Fletcher-2022-1,1
1042,2023,Jack-Maher,NSH,CB,3079,11,4,1,Jack-Maher-2023-1,1
1043,2021,Tah-Brian-Anunga,NSH,CM,1658,17,3,1,Tah-Brian-Anunga-2021-1,1
1044,2022,Damir-Kreilach,RSL,AM,331,9,4,1,Damir-Kreilach-2022-1,1
1045,2022,Jon-Gallagher,ATX,FB,2378,10,2,1,Jon-Gallagher-2022-1,1
1046,2021,Derrick-Williams,LAG,CB,1825,16,5,0,Derrick-Williams-2021-1,1
1047,2022,Tyler-Pasher,HOU,W,714,18,6,2,Tyler-Pasher-2022-1,1
1048,2021,Tim-Parker,HOU,CB,3368,12,2,0,Tim-Parker-2021-1,1
1049,2023,Jordi-Alba,MIA,FB,453,1,1,1,Jordi-Alba-2023-1,1
1050,2021,Facundo-Quignón,FCD,DM,1440,14,2,0,Facundo-Quignón-2021-1,1
1051,2021,Antônio-Carlos,ORL,CB,2675,17,3,2,Antônio-Carlos-2021-1,1
1052,2021,Keegan-Rosenberry,COL,FB,2937,12,2,2,Keegan-Rosenberry-2021-1,1
1053,2021,Robin-Jansson,ORL,CB,2700,13,4,3,Robin-Jansson-2021-1,1
1054,2021,Nathan,SJE,CB,1914,18,4,2,Nathan-2021-1,1
1055,2022,Domenico-Criscito,TOR,FB,1300,17,4,1,Domenico-Criscito-2022-1,1
1056,2023,Victor-Pálsson,DCU,CB,1782,9,0,0,Victor-Pálsson-2023-1,1
1057,2023,Jaroslaw-Niezgoda,POR,ST,755,8,3,1,Jaroslaw-Niezgoda-2023-1,1
1058,2022,Jairo-Torres,CHI,W,770,18,6,0,Jairo-Torres-2022-1,1
1059,2021,Blaise-Matuidi,MIA,DM,2485,7,1,1,Blaise-Matuidi-2021-1,1
1060,2023,Machop-Chol,ATL,W,575,13,5,2,Machop-Chol-2023-1,1
1061,2022,Facundo-Quignón,FCD,DM,1435,11,3,1,Facundo-Quignón-2022-1,1
1062,2023,Jan-Gregus,"MIN,-NSH",DM,1256,11,1,1,Jan-Gregus-2023-1,1
1063,2022,Nicholas-Markanich,CIN,ST,148,6,0,0,Nicholas-Markanich-2022-1,1
1064,2023,Ayo-Akinola,"SJE,-TOR",ST,724,12,3,0,Ayo-Akinola-2023-1,1
1065,2023,Mitja-Ilenic,NYC,FB,1289,7,2,0,Mitja-Ilenic-2023-1,1
1066,2021,Julio-Cascante,ATX,CB,2659,20,8,2,Julio-Cascante-2021-1,1
1067,2021,Xavier-Arreaga,SEA,CB,2360,10,6,2,Xavier-Arreaga-2021-1,1
1068,2021,Christian-Makoun,MIA,CB,2219,7,3,2,Christian-Makoun-2021-1,1
1069,2021,Manny-Perez,ATX,ST,435,7,2,0,Manny-Perez-2021-1,1
1070,2023,Lewis-Morgan,NYRB,W,329,14,4,0,Lewis-Morgan-2023-1,1
1071,2021,Osvaldo-Alonso,MIN,DM,1577,16,1,1,Osvaldo-Alonso-2021-1,1
1072,2021,Luciano-Abecasis,SJE,FB,1351,8,2,0,Luciano-Abecasis-2021-1,1
1073,2023,Juan-José-Purata,ATL,CB,2396,20,4,1,Juan-José-Purata-2023-1,1
1074,2021,Nicholas-DePuy,LAG,CB,2063,11,4,0,Nicholas-DePuy-2021-1,1
1075,2022,Jake-Mulraney,"ATL,-ORL",W,1031,14,2,1,Jake-Mulraney-2022-1,1
1076,2022,Aiden-McFadden,ATL,FB,693,5,1,0,Aiden-McFadden-2022-1,1
1077,2022,Jaylin-Lindsey,CLT,FB,1848,5,3,0,Jaylin-Lindsey-2022-1,1
1078,2023,Sam-Junqua,FCD,FB,1153,9,3,2,Sam-Junqua-2023-1,1
1079,2022,Joseph-Mora,CLT,FB,1889,6,0,0,Joseph-Mora-2022-1,1
1080,2023,Latif-Blessing,"NER,-TOR",CM,1265,6,2,0,Latif-Blessing-2023-1,1
1081,2022,Joseph-Rosales,MIN,DM,1174,13,3,0,Joseph-Rosales-2022-1,1
1082,2021,Kyle-Smith,ORL,FB,1993,14,5,1,Kyle-Smith-2021-1,1
1083,2022,Héctor-Jiménez,ATX,FB,664,3,0,0,Héctor-Jiménez-2022-1,1
1084,2021,Dax-McCarty,NSH,CM,2227,12,4,0,Dax-McCarty-2021-1,1
1085,2023,Jasper-Löeffelsend,RSL,CM,1202,14,6,1,Jasper-Löeffelsend-2023-1,1
1086,2022,Russell-Canouse,DCU,CM,1331,5,2,1,Russell-Canouse-2022-1,1
1087,2023,Max,COL,AM,725,14,4,1,Max-2023-1,1
1088,2023,Nathan-Saliba,MTL,CM,1851,18,3,0,Nathan-Saliba-2023-1,1
1089,2021,Dario-Zuparic,POR,CB,2993,7,1,0,Dario-Zuparic-2021-1,1
1090,2022,Wyatt-Omsberg,CHI,CB,1376,10,4,1,Wyatt-Omsberg-2022-1,1
1091,2021,Everton-Luiz,RSL,CM,1788,9,1,0,Everton-Luiz-2021-1,1
1092,2023,Esmir-Bajraktarevic,NER,W,551,15,5,0,Esmir-Bajraktarevic-2023-1,1
1093,2023,Kyle-Smith,ORL,FB,1628,7,2,1,Kyle-Smith-2023-1,1
1094,2023,Brayan-Vera,RSL,CB,2249,26,6,3,Brayan-Vera-2023-1,1
1095,2023,Dylan-Teves,SEA,W,469,4,1,0,Dylan-Teves-2023-1,1
1096,2023,Nkosi-Burgess,FCD,CB,2678,12,3,3,Nkosi-Burgess-2023-1,1
1097,2021,Jhohan-Romaña,ATX,CB,1976,8,1,0,Jhohan-Romaña-2021-1,1
1098,2021,Adam-Lundkvist,HOU,FB,2120,7,2,0,Adam-Lundkvist-2021-1,1
1099,2022,Dylan-Nealis,NYRB,FB,2016,9,1,0,Dylan-Nealis-2022-1,1
1100,2023,José-Andrés-Martínez,PHI,DM,2020,22,4,3,José-Andrés-Martínez-2023-1,1
1101,2023,Nathan-Ordaz,LAFC,ST,345,4,2,0,Nathan-Ordaz-2023-1,1
1102,2023,Zarek-Valentin,MIN,FB,1410,0,0,0,Zarek-Valentin-2023-1,1
1103,2022,Ruben-Gabrielsen,ATX,CB,3018,9,4,2,Ruben-Gabrielsen-2022-1,1
1104,2021,Danny-Wilson,COL,CB,2686,17,4,2,Danny-Wilson-2021-1,1
1105,2023,Tristan-Blackmon,VAN,CB,2725,15,4,2,Tristan-Blackmon-2023-1,1
1106,2022,Nacho-Gil,NER,W,216,1,0,0,Nacho-Gil-2022-1,1
1107,2023,Ethan-Bartlow,HOU,CB,2257,11,2,0,Ethan-Bartlow-2023-1,1
1108,2021,Steve-Birnbaum,DCU,CB,1773,12,5,2,Steve-Birnbaum-2021-1,1
1109,2021,Ryan-Raposo,VAN,W,473,7,2,0,Ryan-Raposo-2021-1,1
1110,2022,Yeimar-Gómez-Andrade,SEA,CB,2532,17,4,1,Yeimar-Gómez-Andrade-2022-1,1
1111,2021,Geoff-Cameron,CIN,CB,2591,11,3,0,Geoff-Cameron-2021-1,1
1112,2021,Andrés-Reyes,NYRB,CB,1543,15,2,2,Andrés-Reyes-2021-1,1
1113,2022,Damian-Rivera,NER,W,474,7,3,1,Damian-Rivera-2022-1,1
1114,2022,Franco-Ibarra,ATL,DM,1075,10,0,0,Franco-Ibarra-2022-1,1
1115,2023,Dany-Rosero-Valencia,SKC,CB,2415,20,7,2,Dany-Rosero-Valencia-2023-1,1
1116,2022,Robbie-Robinson,MIA,W,519,9,3,1,Robbie-Robinson-2022-1,1
1117,2021,Nicolás-Lodeiro,SEA,AM,508,10,6,0,Nicolás-Lodeiro-2021-1,1
1118,2023,Miguel-Berry,ATL,ST,1218,9,3,1,Miguel-Berry-2023-1,1
1119,2021,Alfredo-Morales,NYC,DM,1969,19,4,0,Alfredo-Morales-2021-1,1
1120,2021,Gregore,MIA,DM,2779,8,3,0,Gregore-2021-1,1
1121,2023,Kemar-Lawrence,MIN,FB,1220,3,1,0,Kemar-Lawrence-2023-1,1
1122,2023,Denil-Maldonado,LAFC,CB,1880,6,2,1,Denil-Maldonado-2023-1,1
1123,2021,Nicolás-Figal,MIA,CB,2208,8,3,1,Nicolás-Figal-2021-1,1
1124,2021,Nick-Hagglund,CIN,CB,1852,16,4,1,Nick-Hagglund-2021-1,1
1125,2021,Donovan-Pines,DCU,CB,1514,12,4,0,Donovan-Pines-2021-1,1
1126,2023,Miles-Robinson,ATL,CB,2556,12,5,2,Miles-Robinson-2023-1,1
1127,2021,Santiago-Moreno,POR,W,418,9,1,0,Santiago-Moreno-2021-1,1
1128,2022,Ranko-Veselinovic,VAN,CB,3010,10,2,1,Ranko-Veselinovic-2022-1,1
1129,2022,Héctor-Herrera,HOU,DM,773,11,2,0,Héctor-Herrera-2022-1,1
1130,2022,Brent-Kallman,MIN,CB,1524,9,2,2,Brent-Kallman-2022-1,1
1131,2021,Niko-Hämäläinen,LAG,FB,1259,7,1,0,Niko-Hämäläinen-2021-1,1
1132,2021,Jhon-Espinoza,CHI,FB,904,10,3,0,Jhon-Espinoza-2021-1,1
1133,2023,Jack-Skahan,SJE,W,409,4,1,1,Jack-Skahan-2023-1,1
1134,2021,Nkosi-Burgess,FCD,CB,2009,8,1,1,Nkosi-Burgess-2021-1,1
1135,2021,Frankie-Amaya,NYRB,CM,955,10,4,1,Frankie-Amaya-2021-1,1
1136,2022,Matheus-Rossetto,ATL,CM,1757,13,4,0,Matheus-Rossetto-2022-1,1
1137,2021,Harrison-Afful,CLB,FB,1998,13,2,0,Harrison-Afful-2021-1,1
1138,2021,Adalberto-Carrasquilla,HOU,CM,609,11,4,1,Adalberto-Carrasquilla-2021-1,1
1139,2022,Auston-Trusty,COL,CB,1589,11,0,0,Auston-Trusty-2022-1,1
1140,2022,Jack-Maher,NSH,CB,2063,5,2,2,Jack-Maher-2022-1,1
1141,2022,Michael-Boxall,MIN,CB,3045,9,0,0,Michael-Boxall-2022-1,1
1142,2021,Bressan,FCD,CB,1914,11,1,1,Bressan-2021-1,1
1143,2021,Carlos-Terán,CHI,CB,1050,4,2,1,Carlos-Terán-2021-1,1
1144,2023,Scott-Arfield,CLT,CM,486,10,3,2,Scott-Arfield-2023-1,1
1145,2023,Jean-Mota,MIA,DM,1028,16,6,0,Jean-Mota-2023-1,1
1146,2021,Younes-Namli,COL,CM,585,11,4,1,Younes-Namli-2021-1,1
1147,2023,Joseph-Rosales,MIN,W,1185,16,4,1,Joseph-Rosales-2023-1,1
1148,2022,Alan-Steven-Franco,CLT,W,849,8,1,0,Alan-Steven-Franco-2022-1,1
1149,2022,Franco-Escobar,LAFC,FB,1264,5,2,1,Franco-Escobar-2022-1,1
1150,2021,Jaylin-Lindsey,SKC,FB,1019,4,2,2,Jaylin-Lindsey-2021-1,1
1151,2022,Hassani-Dotson,MIN,FB,685,3,1,1,Hassani-Dotson-2022-1,1
1152,2021,Mustafa-Kizza,MTL,FB,753,9,4,0,Mustafa-Kizza-2021-1,1
1153,2023,Kobe-Franklin,TOR,FB,2279,9,1,0,Kobe-Franklin-2023-1,1
1154,2022,Kervin-Arriaga,MIN,DM,2056,21,3,1,Kervin-Arriaga-2022-1,1
1155,2022,Obinna-Nwobodo,CIN,CM,2265,6,1,0,Obinna-Nwobodo-2022-1,1
1156,2023,Marvin-Loría,POR,W,855,13,6,0,Marvin-Loría-2023-1,1
1157,2023,Nigel-Robertha,DCU,ST,365,7,4,1,Nigel-Robertha-2023-1,1
1158,2023,Jakob-Glesnes,PHI,CB,3055,21,7,2,Jakob-Glesnes-2023-1,1
1159,2022,Derrick-Jones,CLT,DM,1053,7,1,1,Derrick-Jones-2022-1,1
1160,2021,Stanislav-Ivanov,CHI,ST,556,7,2,0,Stanislav-Ivanov-2021-1,1
