"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Dylan Nealis","NYRB","2023","CB","1187","10","1","0","0.52","-0.44","-0.52","6","0","0.20","-0.20","0.72","0.00","0.33"
"","Jonathan Bell","NER","2022","CB","1145","3","1","1","0.58","0.11","0.42","2","0","0.14","-0.14","0.72","0.57","0.42"
"","Matías Vera","HOU","2022","DM","2376","10","1","0","0.39","-0.21","-0.39","6","0","0.33","-0.33","0.72","0.00","0.17"
"","Patrick Agyemang","CLT","2023","ST","259","7","2","1","0.72","-0.19","0.28","0","0","0.00","0.00","0.72","1.61","0.56"
"","Shane O'Neill","TOR","2022","CB","2161","2","1","0","0.07","0.07","-0.07","3","1","0.65","0.35","0.71","0.00","0.06"
"","Jhojan Valencia","ATX","2023","CM","1508","11","0","0","0.26","-0.26","-0.26","7","1","0.44","0.56","0.70","0.00","0.17"
"","Daniel Edelman","NYRB","2022","CM","1130","6","1","1","0.42","-0.16","0.58","6","0","0.28","-0.28","0.70","0.32","0.34"
"","Sebastian Berhalter","ATX","2021","DM","752","3","0","0","0.23","-0.23","-0.23","7","0","0.46","-0.46","0.70","0.00","0.18"
"","Thiago Martins","NYC","2022","CB","2364","6","2","0","0.55","-0.33","-0.55","3","0","0.14","-0.14","0.70","0.00","0.07"
"","Miguel Tapias","MIN","2023","CB","3039","14","3","1","0.59","-0.04","0.41","2","0","0.10","-0.10","0.70","0.36","0.66"
"","Jonathan Bell","NER","2021","CB","893","3","2","1","0.48","0.27","0.52","2","1","0.21","0.79","0.69","0.41","0.26"
"","Jahkeele Marshall-Rutty","TOR","2021","W","464","7","2","0","0.41","0.01","-0.41","3","1","0.29","0.71","0.69","0.00","0.22"
"","Henry Kessler","NER","2022","CB","2017","10","2","1","0.69","0.02","0.31","0","0","0.00","0.00","0.69","0.01","0.66"
"","Maxime Chanot","NYC","2022","CB","1616","11","2","1","0.58","0.41","0.42","1","1","0.11","0.89","0.69","0.56","0.53"
"","Jonathan Bornstein","CHI","2021","CB","2414","5","1","0","0.26","-0.02","-0.26","5","0","0.43","-0.43","0.69","0.00","0.20"
"","James Sands","NYC","2023","DM","2318","7","2","0","0.45","-0.32","-0.45","5","0","0.24","-0.24","0.69","0.00","0.20"
"","Emanuel Maciel","MTL","2021","CM","977","8","0","0","0.27","-0.27","-0.27","5","0","0.41","-0.41","0.69","0.00","0.14"
"","Niko Tsakiris","SJE","2022","AM","414","7","2","0","0.46","-0.37","-0.46","4","0","0.23","-0.23","0.68","0.00","0.25"
"","Diego Gomez","MIA","2023","CM","346","3","1","1","0.32","0.14","0.68","4","0","0.36","-0.36","0.68","0.72","0.31"
"","Carlos Terán","CHI","2023","CB","1675","8","3","1","0.46","0.36","0.54","4","0","0.22","-0.22","0.68","0.11","0.24"
"","Felipe Gutiérrez","SKC","2023","CM","328","7","3","0","0.23","-0.12","-0.23","6","0","0.45","-0.45","0.68","0.00","0.16"
"","Frédéric Brillant","DCU","2021","CB","1454","6","3","1","0.56","0.07","0.44","1","0","0.12","-0.12","0.68","0.59","0.34"
"","Reed Baker-Whiting","SEA","2021","W","225","3","2","0","0.48","-0.12","-0.48","2","0","0.19","-0.19","0.67","0.00","0.40"
"","Tomás Avilés","MIA","2023","CB","876","6","2","1","0.47","0.78","0.53","3","1","0.20","0.80","0.67","1.85","0.40"
"","Ronald Hernández","ATL","2021","FB","701","8","1","1","0.54","-0.35","0.46","2","0","0.12","-0.12","0.66","1.36","0.41"
"","Erik Godoy","VAN","2021","CB","1442","6","1","1","0.66","-0.30","0.34","0","0","0.00","0.00","0.66","1.19","0.58"
"","Peter Stroud","NYRB","2023","DM","1203","4","0","0","0.25","-0.25","-0.25","6","0","0.41","-0.41","0.66","0.00","0.11"
"","Antônio Carlos","ORL","2022","CB","1804","14","3","0","0.54","-0.29","-0.54","4","1","0.12","0.88","0.66","0.00","0.44"
"","Giorgio Chiellini","LAFC","2022","CB","787","3","0","0","0.07","-0.07","-0.07","2","1","0.58","0.42","0.66","0.00","0.05"
"","Josh Williams","CLB","2022","CB","1581","6","1","0","0.28","-0.24","-0.28","2","1","0.38","0.62","0.66","0.00","0.31"
"","Alexandru Matan","CLB","2022","W","58","3","1","0","0.66","-0.32","-0.66","0","0","0.00","0.00","0.66","0.00","0.62"
"","Matt Hedges","TOR, ATX","2023","CB","1490","7","1","1","0.55","-0.19","0.45","1","0","0.11","-0.11","0.66","0.07","0.30"
"","Alonso Coello","TOR","2023","DM","1327","6","1","0","0.28","0.22","-0.28","9","0","0.37","-0.37","0.66","0.00","0.21"
"","Tyler Blackett","CIN","2021","CB","861","4","2","1","0.61","0.53","0.39","1","0","0.04","-0.04","0.65","1.85","0.68"
"","Diego Luna","RSL","2022","W","376","8","1","0","0.51","-0.45","-0.51","4","0","0.14","-0.14","0.65","0.00","0.41"
"","Ema Twumasi","FCD","2023","FB","1648","0","0","0","0.00","0.00","0.00","8","0","0.65","-0.65","0.65","0.00","0.00"
"","Griffin Yow","DCU","2022","AM","307","5","2","0","0.37","-0.29","-0.37","3","0","0.27","-0.27","0.64","0.00","0.14"
"","Dante Sealy","FCD","2021","W","103","2","2","1","0.64","0.22","0.36","0","0","0.00","0.00","0.64","0.00","0.17"
"","Wilfrid Kaptoum","NER","2021","CM","986","10","2","1","0.37","-0.02","0.63","4","1","0.28","0.72","0.64","0.49","0.22"
"","Steven Beitashour","COL","2022","FB","1434","5","0","0","0.15","-0.15","-0.15","1","1","0.49","0.51","0.64","0.00","0.06"
"","Jonathan Perez","LAG","2023","FB","98","4","1","0","0.14","-0.00","-0.14","6","1","0.50","0.50","0.64","0.00","0.15"
"","Handwalla Bwana","NSH","2021","W","117","3","1","0","0.52","-0.17","-0.52","2","0","0.11","-0.11","0.64","0.00","0.73"
"","Jordan Perruzza","TOR","2023","ST","144","4","0","0","0.64","-0.64","-0.64","0","0","0.00","0.00","0.64","0.00","0.21"
"","Niko Tsakiris","SJE","2023","CM","629","5","1","0","0.34","-0.27","-0.34","4","0","0.29","-0.29","0.64","0.00","0.30"
"","Santiago Sosa","ATL","2023","DM","1013","12","3","0","0.37","-0.03","-0.37","5","1","0.27","0.73","0.64","0.00","0.29"
"","Orrin McKinze Gaines II","ATX","2021","ST","246","5","3","1","0.52","0.22","0.48","2","0","0.12","-0.12","0.63","0.06","0.15"
"","Luca Petrasso","ORL","2023","FB","425","2","0","0","0.14","-0.14","-0.14","4","0","0.49","-0.49","0.63","0.00","0.00"
"","Amar Sejdic","ATL","2023","DM","1181","9","2","0","0.51","-0.42","-0.51","3","0","0.13","-0.13","0.63","0.00","0.30"
"","Brendan Hines-Ike","DCU","2021","CB","1154","9","2","1","0.59","0.10","0.41","1","0","0.04","-0.04","0.63","0.59","0.37"
"","Rudy Camacho","MTL, CLB","2023","CB","2556","10","4","1","0.52","0.54","0.48","3","0","0.10","-0.10","0.63","0.00","0.21"
"","Federico Navarro","CHI","2021","CM","1036","12","4","1","0.47","-0.15","0.53","6","0","0.15","-0.15","0.63","0.20","0.21"
"","Edgar Castillo","CIN","2021","FB","1082","7","1","1","0.27","-0.17","0.73","7","0","0.35","-0.35","0.62","0.59","0.09"
"","Brendan Hines-Ike","DCU","2023","CB","1049","4","1","0","0.62","-0.35","-0.62","0","0","0.00","0.00","0.62","0.00","0.45"
"","Luke Singh","TOR","2021","CB","489","2","2","1","0.62","0.20","0.38","0","0","0.00","0.00","0.62","0.49","0.30"
"","Florian Valot","NYRB, CIN","2021","W","483","7","1","0","0.37","-0.31","-0.37","6","0","0.24","-0.24","0.62","0.00","0.18"
"","Saad Abdul-Salaam","CLB","2021","FB","1061","3","1","0","0.06","0.02","-0.06","9","0","0.55","-0.55","0.61","0.00","0.04"
"","Taylor Washington","NSH","2023","FB","608","5","2","1","0.61","-0.04","0.39","0","0","0.00","0.00","0.61","0.02","0.37"
"","Matko Miljevic","MTL","2021","ST","158","4","3","1","0.18","0.50","0.82","1","0","0.43","-0.43","0.61","0.43","0.07"
"","Daniel Aceves","CHI","2023","FB","893","3","0","0","0.43","-0.43","-0.43","3","0","0.18","-0.18","0.61","0.00","0.51"
"","Edwin Munjoma","FCD","2021","FB","534","1","1","0","0.05","-0.01","-0.05","6","1","0.56","0.44","0.61","0.00","0.08"
"","Jack Skahan","SJE","2022","FB","132","1","1","1","0.08","0.44","0.92","3","0","0.53","-0.53","0.61","1.88","0.15"
"","Brandon Cambridge","CLT","2023","W","189","4","2","2","0.61","0.68","1.39","0","0","0.00","0.00","0.61","1.52","0.21"
"","Reed Baker-Whiting","SEA","2022","AM","102","3","3","0","0.45","0.21","-0.45","2","0","0.16","-0.16","0.61","0.00","0.14"
"","Marcus Godinho","VAN","2022","FB","1123","6","3","0","0.29","-0.13","-0.29","8","0","0.32","-0.32","0.61","0.00","0.17"
"","Antônio Carlos","ORL","2023","CB","1481","11","5","1","0.61","1.00","0.39","0","0","0.00","0.00","0.61","0.78","0.32"
"","Xavier Arreaga","SEA","2023","CB","423","5","0","0","0.60","-0.60","-0.60","0","0","0.00","0.00","0.60","0.00","0.68"
"","Sebastian Kowalczyk","HOU","2023","AM","388","2","1","0","0.31","-0.22","-0.31","4","1","0.29","0.71","0.60","0.00","0.17"
"","Noble Okello","TOR","2021","DM","918","5","2","1","0.54","0.52","0.46","1","0","0.06","-0.06","0.60","0.32","0.27"
"","Uri Rosell","SKC","2022","DM","1004","3","0","0","0.28","-0.28","-0.28","5","1","0.32","0.68","0.60","0.00","0.22"
"","James Sands","NYC","2021","CB","2467","2","0","0","0.03","-0.03","-0.03","6","0","0.57","-0.57","0.60","0.00","0.02"
"","Nouhou Tolo","SEA","2021","CB","1599","5","0","0","0.46","-0.46","-0.46","1","0","0.14","-0.14","0.60","0.00","0.10"
"","Augustine Williams","LAG","2021","ST","116","2","1","0","0.10","-0.01","-0.10","3","0","0.50","-0.50","0.60","0.00","0.00"
"","Kieran Gibbs","MIA","2021","FB","739","7","2","1","0.33","0.35","0.67","3","0","0.26","-0.26","0.60","1.26","0.22"
"","Reed Baker-Whiting","SEA","2023","FB","676","3","1","0","0.16","-0.07","-0.16","5","1","0.43","0.57","0.59","0.00","0.05"
"","Chris Mavinga","TOR","2021","CB","1827","8","1","0","0.52","-0.49","-0.52","1","0","0.07","-0.07","0.59","0.00","0.40"
"","Cameron Dunbar","LAG","2021","W","355","3","2","0","0.22","-0.16","-0.22","3","0","0.37","-0.37","0.59","0.00","0.04"
"","JT Marcinkowski","SJE","2021","GK","3292","0","0","0","0.00","0.00","0.00","3","1","0.59","0.41","0.59","0.00","0.00"
"","Phelipe","FCD","2021","GK","1035","0","0","0","0.00","0.00","0.00","1","1","0.59","0.41","0.59","0.00","0.00"
"","Ismael Tajouri-Shradi","LAFC","2022","W","204","4","2","2","0.43","0.18","1.57","5","0","0.15","-0.15","0.58","0.45","0.23"
"","Edwin Cerrillo","FCD","2022","DM","2114","7","1","0","0.27","0.25","-0.27","7","0","0.31","-0.31","0.58","0.00","0.22"
"","Antony","POR","2023","W","291","4","2","1","0.31","0.46","0.69","4","0","0.27","-0.27","0.58","0.27","0.15"
"","Obed Vargas","SEA","2022","DM","924","4","0","0","0.20","-0.20","-0.20","7","0","0.38","-0.38","0.58","0.00","0.05"
"","Darwin Cerén","HOU","2021","CM","1346","6","1","0","0.19","-0.15","-0.19","9","1","0.39","0.61","0.58","0.00","0.12"
"","Marcelo Silva","RSL","2023","CB","1588","12","1","0","0.58","-0.56","-0.58","0","0","0.00","0.00","0.58","0.00","0.33"
"","Abdoulaye Cissoko","SEA","2021","CB","1035","6","2","0","0.57","-0.25","-0.57","0","0","0.00","0.00","0.57","0.00","0.34"
"","Andrew Farrell","NER","2022","CB","3028","4","0","0","0.47","-0.47","-0.47","3","0","0.10","-0.10","0.57","0.00","0.42"
"","Daniel Aguirre","LAG","2022","DM","438","4","2","1","0.28","0.27","0.72","2","1","0.29","0.71","0.57","0.39","0.09"
"","Zorhan Ludovic Bassong","MTL","2021","FB","1390","5","1","0","0.17","-0.14","-0.17","7","1","0.39","0.61","0.57","0.00","0.15"
"","Matheus Rossetto","ATL","2021","CM","1520","6","2","0","0.21","0.32","-0.21","8","0","0.35","-0.35","0.57","0.00","0.13"
"","Maciel","NER","2022","DM","760","2","0","0","0.03","-0.03","-0.03","4","1","0.53","0.47","0.56","0.00","0.04"
"","Cristián Gutiérrez","TOR","2023","FB","206","1","0","0","0.04","-0.04","-0.04","2","1","0.53","0.47","0.56","0.00","0.00"
"","Niko Hansen","MIN","2022","W","118","3","0","0","0.48","-0.48","-0.48","1","1","0.08","0.92","0.56","0.00","0.17"
"","Kyle Duncan","NYRB","2022","FB","660","4","0","0","0.12","-0.12","-0.12","5","0","0.44","-0.44","0.56","0.00","0.04"
"","Taylor Washington","NSH","2021","FB","1117","0","0","0","0.00","0.00","0.00","11","0","0.56","-0.56","0.56","0.00","0.00"
"","Matko Miljevic","MTL","2023","AM","178","6","1","0","0.31","-0.29","-0.31","1","1","0.26","0.74","0.56","0.00","0.06"
"","Carlos Salcedo","TOR","2022","CB","1316","3","1","0","0.15","0.03","-0.15","2","0","0.41","-0.41","0.56","0.00","0.04"
"","Machop Chol","ATL","2021","W","473","5","1","0","0.42","-0.37","-0.42","3","0","0.14","-0.14","0.56","0.00","0.38"
"","Teenage Hadebe","HOU","2023","CB","1154","1","1","1","0.51","0.25","0.49","1","0","0.05","-0.05","0.56","0.87","0.45"
"","Henry Kessler","NER","2021","CB","2447","5","3","1","0.54","0.64","0.46","1","0","0.02","-0.02","0.56","0.44","0.38"
"","Jake Nerwinski","VAN","2022","CB","1986","4","0","0","0.51","-0.51","-0.51","1","0","0.04","-0.04","0.55","0.00","0.28"
"","Alex De John","ATL","2022","CB","462","8","1","0","0.55","0.10","-0.55","0","0","0.00","0.00","0.55","0.00","0.45"
"","Dixon Arroyo","MIA","2023","CM","1958","12","4","1","0.33","0.62","0.67","6","0","0.22","-0.22","0.55","0.99","0.33"
"","Quinn McNeill","CLT","2022","CM","709","3","2","1","0.41","0.58","0.59","5","1","0.13","0.87","0.55","0.02","0.06"
"","José Antonio Martínez","FCD","2021","CB","1646","8","3","0","0.42","0.47","-0.42","2","0","0.12","-0.12","0.54","0.00","0.23"
"","Gaoussou Samake","DCU","2023","FB","384","3","0","0","0.06","-0.06","-0.06","4","0","0.49","-0.49","0.54","0.00","0.04"
"","Rida Zouhir","MTL","2022","CM","145","4","0","0","0.08","-0.08","-0.08","2","0","0.46","-0.46","0.54","0.00","0.05"
"","Jahkeele Marshall-Rutty","TOR","2022","FB","707","4","1","0","0.10","0.02","-0.10","1","0","0.45","-0.45","0.54","0.00","0.05"
"","Simon Becher","VAN","2022","ST","12","1","1","1","0.54","0.37","0.46","0","0","0.00","0.00","0.54","1.68","0.91"
"","Nkosi Burgess","FCD","2022","CB","1523","4","0","0","0.26","-0.26","-0.26","4","0","0.28","-0.28","0.54","0.00","0.18"
"","Tayvon Gray","NYC","2023","FB","2233","6","3","0","0.16","0.01","-0.16","5","1","0.38","0.62","0.54","0.00","0.13"
"","Ahmed Hamdi","MTL","2022","AM","379","3","0","0","0.35","-0.35","-0.35","2","1","0.18","0.82","0.54","0.00","0.37"
"","Chris Odoi-Atsem","DCU","2022","FB","939","2","0","0","0.38","-0.38","-0.38","3","0","0.16","-0.16","0.53","0.00","0.34"
"","João Paulo","SEA","2022","DM","489","6","1","1","0.39","-0.05","0.61","4","0","0.14","-0.14","0.53","0.53","0.25"
"","Christian Makoun","NER","2023","CB","541","6","2","0","0.22","-0.14","-0.22","3","1","0.32","0.68","0.53","0.00","0.08"
"","Thiago Martins","NYC","2023","CB","2361","5","2","0","0.46","0.01","-0.46","1","0","0.07","-0.07","0.53","0.00","0.39"
"","Franco Ibarra","TOR, ATL","2023","DM","1905","9","1","0","0.25","-0.23","-0.25","4","0","0.28","-0.28","0.53","0.00","0.20"
"","Tega Ikoba","POR","2023","ST","104","3","2","1","0.51","0.56","0.49","1","0","0.02","-0.02","0.53","0.01","0.03"
"","Josh Williams","CLB","2021","CB","1504","4","2","0","0.50","0.06","-0.50","1","0","0.02","-0.02","0.53","0.00","0.17"
"","Nick Besler","RSL","2021","DM","1814","8","2","0","0.35","-0.18","-0.35","4","1","0.17","0.83","0.53","0.00","0.29"
"","Emeka Eneli","RSL","2023","FB","1376","3","1","0","0.11","-0.09","-0.11","11","0","0.41","-0.41","0.52","0.00","0.14"
"","Amro Tarek","NYRB","2021","CB","984","5","1","0","0.52","-0.32","-0.52","0","0","0.00","0.00","0.52","0.00","0.30"
"","Erik Holt","RSL","2022","CB","620","6","1","0","0.42","0.17","-0.42","1","0","0.10","-0.10","0.52","0.00","0.32"
"","Bret Halsey","CIN","2023","FB","249","3","1","0","0.49","-0.25","-0.49","2","0","0.03","-0.03","0.52","0.00","0.32"
"","Andre Shinyashiki","CLT","2023","CM","222","3","1","0","0.16","-0.11","-0.16","3","0","0.36","-0.36","0.52","0.00","0.21"
"","Ousmane Doumbia","CHI","2023","DM","803","4","0","0","0.16","-0.16","-0.16","3","1","0.36","0.64","0.52","0.00","0.10"
"","Justin Morrow","TOR","2021","FB","1091","1","1","0","0.03","0.07","-0.03","1","1","0.48","0.52","0.52","0.00","0.02"
"","Tate Schmitt","HOU","2023","FB","441","3","2","1","0.38","0.34","0.62","4","0","0.13","-0.13","0.51","1.00","0.35"
"","Adrien Hunou","MIN","2022","ST","168","2","1","0","0.47","-0.01","-0.47","1","0","0.04","-0.04","0.51","0.00","0.54"
"","Tanner Beason","SJE","2023","CB","1587","8","1","0","0.51","-0.21","-0.51","0","0","0.00","0.00","0.51","0.00","0.51"
"","Mauricio Cuevas","LAG","2023","FB","468","0","0","0","0.00","0.00","0.00","5","0","0.51","-0.51","0.51","0.00","0.00"
"","Jimmy Medranda","CLB","2023","FB","154","3","1","1","0.32","0.03","0.69","3","0","0.20","-0.20","0.51","1.33","0.37"
"","Jordan Perruzza","TOR","2022","W","286","8","2","0","0.39","0.10","-0.39","3","0","0.12","-0.12","0.51","0.00","0.19"
"","Thiago Andrade","NYC","2023","W","178","1","1","1","0.26","0.18","0.74","3","0","0.25","-0.25","0.51","0.06","0.02"
"","Judson","SJE","2021","DM","1826","10","0","0","0.30","-0.30","-0.30","5","0","0.21","-0.21","0.51","0.00","0.20"
"","Jhegson Méndez","ORL, LAFC","2022","DM","756","5","0","0","0.16","-0.16","-0.16","4","0","0.35","-0.35","0.51","0.00","0.11"
"","Henry Kessler","NER","2023","CB","755","4","1","1","0.39","-0.21","0.61","1","0","0.12","-0.12","0.51","0.19","0.30"
"","Bode Davis","RSL","2022","W","119","2","1","1","0.24","0.38","0.76","3","0","0.26","-0.26","0.51","0.00","0.00"
"","Luke Haakenson","NSH","2023","W","356","2","0","0","0.24","-0.24","-0.24","3","0","0.27","-0.27","0.50","0.00","0.33"
"","Philip Quinton","CLB","2023","CB","1055","2","1","1","0.17","0.44","0.83","3","0","0.34","-0.34","0.50","0.09","0.03"
"","Samuel Piette","MTL","2023","CM","1116","2","0","0","0.07","-0.07","-0.07","6","0","0.43","-0.43","0.50","0.00","0.07"
"","Aljaz Struna","MTL","2021","CB","1588","4","1","1","0.24","0.18","0.76","3","0","0.26","-0.26","0.50","0.50","0.20"
"","Nathan Harriel","PHI","2021","FB","206","1","1","0","0.19","0.19","-0.19","3","1","0.31","0.69","0.50","0.00","0.15"
"","Joevin Jones","MIA","2022","FB","156","0","0","0","0.00","0.00","0.00","2","0","0.50","-0.50","0.50","0.00","0.00"
"","Eric Miller","POR","2023","FB","1359","2","0","0","0.09","-0.09","-0.09","3","0","0.40","-0.40","0.49","0.00","0.03"
"","Javier López","SJE","2022","CM","259","3","1","1","0.20","0.12","0.80","2","0","0.29","-0.29","0.49","1.15","0.22"
"","Luis Díaz","CLB, COL","2023","FB","221","5","3","0","0.41","0.52","-0.41","1","0","0.07","-0.07","0.48","0.00","0.47"
"","Steven Beitashour","COL","2021","FB","641","0","0","0","0.00","0.00","0.00","4","1","0.48","0.52","0.48","0.00","0.00"
"","Kevin Molino","CLB","2022","W","507","5","2","1","0.24","0.42","0.76","5","0","0.24","-0.24","0.48","0.45","0.19"
"","Sam Junqua","HOU","2022","FB","616","1","0","0","0.04","-0.04","-0.04","3","1","0.44","0.56","0.48","0.00","0.03"
"","Justin Haak","NYC","2022","DM","866","1","1","0","0.08","0.14","-0.08","1","0","0.40","-0.40","0.48","0.00","0.00"
"","Ralph Priso-Mbongue","COL","2023","DM","1103","3","0","0","0.18","-0.18","-0.18","7","0","0.30","-0.30","0.48","0.00","0.06"
"","Jonathan González","MIN","2022","CM","224","3","1","1","0.40","0.03","0.60","2","0","0.08","-0.08","0.47","0.07","0.23"
"","Jojea Kwizera","MTL","2022","FB","321","2","0","0","0.07","-0.07","-0.07","3","1","0.40","0.60","0.47","0.00","0.03"
"","Adrián Cubas","VAN","2022","CM","1462","11","3","1","0.29","0.16","0.71","3","0","0.18","-0.18","0.47","0.21","0.12"
"","Eric Miller","NSH","2021","FB","1145","3","1","0","0.27","-0.17","-0.27","2","0","0.20","-0.20","0.47","0.00","0.24"
"","Jamal Thiare","ATL","2023","ST","45","2","0","0","0.47","-0.47","-0.47","0","0","0.00","0.00","0.47","0.00","0.45"
"","José Antonio Martínez","FCD","2022","CB","2879","7","2","0","0.37","0.12","-0.37","2","0","0.10","-0.10","0.47","0.00","0.27"
"","Sebastien Ibeagha","FCD","2023","CB","2560","9","3","1","0.46","0.67","0.54","0","0","0.00","0.00","0.46","0.59","0.40"
"","Jack Skahan","SJE","2021","CM","311","8","1","0","0.22","-0.21","-0.22","4","0","0.24","-0.24","0.46","0.00","0.15"
"","Ajani Fortune","ATL","2023","DM","432","5","0","0","0.46","-0.46","-0.46","0","0","0.00","0.00","0.46","0.00","0.31"
"","Nicholas DePuy","LAG","2022","CB","1446","9","0","0","0.46","-0.46","-0.46","0","0","0.00","0.00","0.46","0.00","0.30"
"","William Sands","CLB","2023","FB","529","2","0","0","0.08","-0.08","-0.08","3","1","0.38","0.62","0.46","0.00","0.01"
"","Jayden Nelson","TOR","2021","W","277","6","2","0","0.37","-0.16","-0.37","1","0","0.09","-0.09","0.46","0.00","0.28"
"","Jonathan Menéndez","RSL","2022","ST","161","4","1","0","0.45","-0.25","-0.45","0","0","0.00","0.00","0.45","0.00","0.36"
"","Ian Murphy","CIN","2022","CB","1635","1","1","1","0.16","0.43","0.84","3","0","0.30","-0.30","0.45","0.64","0.10"
"","Birk Risa","NYC","2023","CB","849","3","1","0","0.12","-0.02","-0.12","2","1","0.33","0.67","0.45","0.00","0.10"
"","Rodrigo Schlegel","ORL","2023","CB","2141","7","2","0","0.25","-0.13","-0.25","3","0","0.20","-0.20","0.45","0.00","0.12"
